Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,anomaly,anomaly_reason
57470,41315,64435,41315,allow,792,792,0,13,1199,13,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6881,12388,2664,12388,allow,216,118,98,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
34873,443,26122,443,allow,236097,12185,223912,307,32,125,182,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36793,80,35918,80,allow,156726,8626,148100,206,32,104,102,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36789,80,36658,80,allow,129896,7448,122448,172,32,87,85,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36792,80,39617,80,allow,152694,8416,144278,200,32,101,99,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43600,443,57317,443,allow,172272,14401,157871,254,418,100,154,1,"High deviation in pkts_sent, Bytes Received, Bytes"
33570,443,59571,443,allow,81954,13611,68343,174,34,79,95,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59312,443,40068,443,allow,233778,8502,225276,276,34,109,167,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57022,80,30750,80,allow,77115,5003,72112,110,35,56,54,1,"High deviation in pkts_sent, Bytes Received, Bytes"
33576,443,52498,443,allow,170319,23354,146965,283,34,121,162,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36790,80,59682,80,allow,191737,8302,183435,205,31,79,126,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49672,80,61052,80,allow,3874260,98179,3776081,4003,1072,1479,2524,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36791,80,9992,80,allow,196328,10952,185376,244,31,117,127,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43675,80,34710,80,allow,1676620,41953,1634667,1725,25,636,1089,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56543,443,26469,443,allow,245527,10641,234886,322,405,136,186,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51800,63796,36885,63796,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53119,58118,15448,58118,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
59574,443,1442,443,allow,2582500,86854,2495646,2678,84,986,1692,1,"High deviation in pkts_sent, Bytes Received, Bytes"
36788,80,9413,80,allow,235873,12126,223747,306,31,154,152,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41421,443,56908,443,allow,168930,11361,157569,252,31,101,151,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55347,443,1685,443,allow,116686,21822,94864,224,186,112,112,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62783,443,22003,443,allow,28847,16957,11890,144,293,60,84,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
61151,443,65420,443,allow,121129,5559,115570,157,640,51,106,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53579,59332,61782,59332,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
53584,62974,57251,62974,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
11295,40002,59394,40002,allow,209,85,124,4,34,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6882,43825,33329,43825,allow,200,111,89,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50265,45599,34078,45599,allow,330,330,0,6,1200,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
65376,443,34209,443,allow,55500,40540,14960,137,131,72,65,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
37965,32305,6845,32305,allow,1650,1650,0,26,1537,26,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
53606,54476,23615,54476,allow,320,140,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51646,80,63912,80,allow,1038219,43977,994242,1734,30,616,1118,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51467,443,43898,443,allow,186117,12962,173155,249,143,83,166,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65472,443,58915,443,allow,460338,13340,446998,472,16,165,307,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49650,443,63033,443,allow,93063,2948,90115,107,80,30,77,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54980,443,53564,443,allow,1541965,48559,1493406,1663,51,623,1040,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,57121,42011,57121,allow,132,132,0,3,1200,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51778,60565,33068,60565,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
21133,27613,37990,27613,allow,481,150,331,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
57470,48096,60784,48096,allow,132,132,0,3,1200,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57470,44822,45311,44822,allow,132,132,0,3,1200,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
34351,443,4638,443,allow,402051,17714,384337,520,83,228,292,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50904,80,18118,80,allow,12289218,202774,12086444,11470,149,2789,8681,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47080,80,47080,80,allow,276453,7832,268621,287,165,92,195,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58283,443,44449,443,allow,42792,12402,30390,98,370,45,53,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51799,58416,38209,58416,allow,316,136,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51775,57887,37993,57887,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
60405,64722,47645,64722,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
65471,443,32170,443,allow,92569,4939,87630,111,15,45,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55613,56511,52356,56511,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
52957,80,46330,80,allow,156378,5406,150972,165,383,60,105,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51505,443,46771,443,allow,645662,22326,623336,743,41,299,444,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60406,64337,47861,64337,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
46762,443,18994,443,allow,565251,13665,551586,542,30,173,369,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52732,80,5693,80,allow,23509,14666,8843,70,553,38,32,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
55611,58049,54667,58049,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51795,60258,12488,60258,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
50265,55243,25034,55243,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
59974,443,48312,443,allow,200862,57949,142913,361,24,172,189,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
59980,443,52666,443,allow,345468,18536,326932,432,22,200,232,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52763,443,13803,443,allow,256711,14141,242570,367,96,152,215,1,"High deviation in pkts_sent, Bytes Received, Bytes"
61467,443,56685,443,allow,130792,4916,125876,161,89,69,92,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50564,443,64623,443,allow,1894028,31411,1862617,1579,122,209,1370,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30960,45692,4911,45692,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
49432,5228,59843,5228,allow,10635,3087,7548,41,3661,22,19,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
59981,443,57380,443,allow,180817,9921,170896,241,21,116,125,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49176,443,60169,443,allow,533295,14310,518985,552,18,201,351,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58557,443,4317,443,allow,114852,43911,70941,248,69,132,116,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
61833,443,61833,443,allow,80743,4724,76019,101,89,37,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43677,443,54935,443,allow,30090,19982,10108,77,543,41,36,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
37697,443,26341,443,allow,2071929,56793,2015136,2088,179,685,1403,1,"High deviation in pkts_sent, Bytes Received, Bytes"
42599,443,19054,443,allow,215284,28807,186477,346,129,151,195,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46695,443,28304,443,allow,12787534,288179,12499355,12299,64,4036,8263,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59983,443,57676,443,allow,158230,9208,149022,214,21,105,109,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39570,443,58125,443,allow,127970,4968,123002,144,30,53,91,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49163,36069,48102,36069,allow,5990,5698,292,17,51,14,3,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
39571,443,44587,443,allow,580560,15724,564836,583,30,187,396,1,"High deviation in pkts_sent, Bytes Received, Bytes"
39569,443,5001,443,allow,1784075,46752,1737323,1812,47,606,1206,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,37957,48141,37957,allow,509,150,359,2,1199,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50905,80,47395,80,allow,11749346,149441,11599905,10089,147,2116,7973,1,"High deviation in pkts_sent, Bytes Received, Bytes"
2080,7000,2080,7000,allow,754151,15395,738756,762,16,239,523,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,35766,64668,35766,allow,221,111,110,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
55594,42459,54770,42459,allow,1253,716,537,12,23,7,5,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6881,6881,55325,6881,allow,853,355,498,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45691,5004,45691,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
49349,80,23734,80,allow,185645,6753,178892,213,81,89,124,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55601,44049,44869,44049,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55604,44235,60786,44235,allow,504,318,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
35371,443,55003,443,allow,304294,8535,295759,302,132,90,212,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,51413,20990,51413,allow,132,132,0,3,1199,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57470,32554,26489,32554,allow,726,726,0,12,1199,12,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
55877,51413,55340,51413,allow,460,150,310,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
51221,20864,10145,20864,allow,7308,6812,496,71,3243,63,8,1,"High deviation in pkts_sent, NAT Destination Port, Bytes Sent"
51768,61765,15043,61765,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, Bytes"
53035,5228,40515,5228,allow,2725,1610,1115,20,3600,10,10,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
30960,45690,12118,45690,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45689,37422,45689,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
61041,443,15332,443,allow,77650,64697,12953,148,902,81,67,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
53596,56732,58606,56732,allow,70,70,0,2,7,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
60403,60092,47131,60092,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51767,59158,56330,59158,allow,70,70,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
52121,443,41012,443,allow,199757,7497,192260,216,45,80,136,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55002,443,31651,443,allow,469783,461079,8704,444,167,329,115,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
41440,5228,57433,5228,allow,8866,2015,6851,29,4793,14,15,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
57470,61768,42520,61768,allow,330,330,0,6,1199,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
6882,6881,62031,6881,allow,238,118,120,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
15503,26886,1778,26886,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
21087,80,21087,80,allow,159790,4676,155114,177,128,67,110,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51221,51413,20920,51413,allow,459,149,310,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
50584,11830,62858,11830,allow,2118,900,1218,14,4232,7,7,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
10151,19083,54566,19083,allow,489,149,340,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
55052,80,37545,80,allow,11677266,314362,11362904,12711,129,5174,7537,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49919,80,50897,80,allow,2821387,64706,2756681,2277,183,418,1859,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52120,443,51831,443,allow,305183,9715,295468,312,44,107,205,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63067,443,13404,443,allow,2570995,60656,2510339,2538,34,844,1694,1,"High deviation in pkts_sent, Bytes Received, Bytes"
34529,443,32303,443,allow,77395,64623,12772,206,188,116,90,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
60402,47094,53695,47094,allow,320,140,180,6,7,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
65470,443,40363,443,allow,372361,11310,361051,385,16,136,249,1,"High deviation in pkts_sent, Bytes Received, Bytes"
46159,443,12485,443,allow,124567,6787,117780,175,263,82,93,1,"High deviation in pkts_sent, Bytes Received, Bytes"
30188,14432,60719,14432,allow,868,150,718,4,1200,2,2,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
50455,443,11561,443,allow,107749,6262,101487,142,138,58,84,1,"High deviation in pkts_sent, Bytes Received, Bytes"
64413,443,46827,443,allow,5660875,75934,5584941,4719,141,686,4033,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52251,443,26101,443,allow,23328780,730794,22597986,24754,320,8113,16641,1,"High deviation in pkts_sent, Bytes Received, Bytes"
8861,443,39985,443,allow,42890,30849,12041,214,420,106,108,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
43368,80,43368,80,allow,232198,9152,223046,290,21,134,156,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53584,62974,25990,62974,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53564,63344,20702,63344,allow,1721,971,750,15,16,8,7,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
43597,443,44647,443,allow,47048,9293,37755,63,412,28,35,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57877,443,6198,443,allow,9256443,112898,9143545,7609,178,1428,6181,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53579,59332,37605,59332,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
43472,5228,13384,5228,allow,2531,1416,1115,17,3600,8,9,1,"High deviation in pkts_sent, Elapsed Time (sec), NAT Destination Port"
25629,28678,25311,28678,allow,1806,1806,0,22,225,22,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57898,443,41076,443,allow,240332,6623,233709,258,170,92,166,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41689,443,36583,443,allow,1307513,51701,1255812,1486,148,576,910,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51512,443,52808,443,allow,626132,21332,604800,730,33,294,436,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37695,443,3343,443,allow,1134364,30994,1103370,1170,175,403,767,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51506,443,52823,443,allow,584947,21842,563105,678,36,286,392,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57872,443,43316,443,allow,183325,10358,172967,289,227,95,194,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50831,443,11343,443,allow,721741,131746,589995,1518,322,787,731,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41700,443,15367,443,allow,167721,6935,160786,185,77,68,117,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53036,443,40328,443,allow,249145,4184,244961,218,107,40,178,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57888,443,55452,443,allow,113115,8327,104788,184,177,77,107,1,"High deviation in pkts_sent, Bytes Received, Bytes"
41674,443,45032,443,allow,14424911,433341,13991570,15454,320,5482,9972,1,"High deviation in pkts_sent, Bytes Received, Bytes"
53240,443,16717,443,allow,1296713,27754,1268959,1253,118,366,887,1,"High deviation in pkts_sent, Bytes Received, Bytes"
45871,443,58048,443,allow,275011,235921,39090,651,350,363,288,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51507,443,1531,443,allow,584465,23057,561408,694,36,303,391,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51511,443,55401,443,allow,213140,10321,202819,260,33,108,152,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65469,443,41637,443,allow,92958,4869,88089,109,15,44,65,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49345,443,4175,443,allow,61954,10029,51925,114,82,50,64,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51778,60565,25061,60565,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
41690,443,19019,443,allow,1478937,62961,1415976,1678,148,649,1029,1,"High deviation in pkts_sent, Bytes Received, Bytes"
19473,32332,63968,32332,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
44076,443,35127,443,allow,202384,47621,154763,307,198,112,195,1,"High deviation in pkts_sent, Bytes, Bytes Sent"
15503,37512,24044,37512,allow,528,528,0,9,1199,9,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
45373,443,33904,443,allow,33357,26315,7042,65,273,38,27,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51775,57887,60310,57887,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
62864,443,56821,443,allow,86513,10300,76213,131,137,54,77,1,"High deviation in pkts_sent, Bytes Received, Bytes"
21133,26760,14164,26760,allow,480,149,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
49896,443,39739,443,allow,151170,17408,133762,256,130,118,138,1,"High deviation in pkts_sent, Bytes Received, Bytes"
65091,80,65091,80,allow,18499242,314733,18184509,19253,37,4700,14553,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63759,64509,61744,64509,allow,70,70,0,1,4,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
51158,443,53566,443,allow,3155111,84086,3071025,3163,75,1072,2091,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,16153,40075,16153,allow,1320,1320,0,21,1682,21,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
61146,443,19937,443,allow,8580941,269463,8311478,9202,122,3016,6186,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,48782,19115,48782,allow,132,132,0,3,1199,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57051,443,6628,443,allow,594793,518081,76712,1350,1004,781,569,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
51772,59814,12241,59814,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
59948,443,41928,443,allow,349197,16542,332655,411,129,150,261,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50265,41071,33048,41071,allow,1716,1716,0,27,2188,27,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
34734,443,41689,443,allow,7974,2716,5258,50,7261,26,24,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
54836,443,5754,443,allow,119863,100823,19040,322,229,183,139,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
46451,443,47700,443,allow,350492,17722,332770,449,125,169,280,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37694,443,63637,443,allow,234688,15158,219530,324,173,157,167,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51715,443,35378,443,allow,4175264,89546,4085718,4141,532,1111,3030,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50885,80,41376,80,allow,291594,13131,278463,312,159,116,196,1,"High deviation in pkts_sent, Bytes Received, Bytes"
52404,443,21006,443,allow,132575,6675,125900,206,94,91,115,1,"High deviation in pkts_sent, Bytes Received, Bytes"
6881,30096,6963,30096,allow,509,150,359,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
6881,20326,20950,20326,allow,509,150,359,2,1200,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
56279,443,57070,443,allow,97608,4852,92756,108,121,37,71,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,25180,40858,25180,allow,858,858,0,14,1199,14,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
51676,443,25301,443,allow,90135,76061,14074,251,247,132,119,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
62228,443,62228,443,allow,296688,57600,239088,332,96,141,191,1,"High deviation in pkts_sent, Bytes Received, Bytes"
62229,443,62229,443,allow,211574,21152,190422,236,96,92,144,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57470,55000,8797,55000,allow,726,726,0,12,1200,12,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
57470,54154,42196,54154,allow,480,149,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
51413,443,51090,443,allow,63766,32148,31618,103,42,51,52,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
62230,443,62230,443,allow,119850,11021,108829,134,95,50,84,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51777,63497,24893,63497,allow,316,136,180,6,6,3,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
53555,57861,41718,57861,allow,492,306,186,8,15,5,3,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51779,3389,21341,3389,allow,62242217,4119315,58122902,123738,4772,43917,79821,1,"High deviation in pkts_sent, Bytes Received, Bytes"
45564,443,3708,443,allow,69614,5520,64094,100,21,52,48,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49920,80,51045,80,allow,3649288,78688,3570600,2923,179,528,2395,1,"High deviation in pkts_sent, Bytes Received, Bytes"
60875,443,9147,443,allow,45373,35377,9996,88,72,48,40,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
59717,443,16330,443,allow,303966,26201,277765,521,167,208,313,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51414,443,43551,443,allow,78740,40216,38524,126,42,66,60,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
62234,443,62234,443,allow,187597,6822,180775,203,92,67,136,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54932,443,37338,443,allow,84306,6712,77594,156,236,58,98,1,"High deviation in pkts_sent, Bytes Received, Bytes"
37965,20926,65479,20926,allow,481,150,331,2,1199,1,1,1,"High deviation in NAT Destination Port, Elapsed Time (sec), Destination Port"
48991,80,63971,80,allow,121475,5644,115831,163,145,81,82,1,"High deviation in pkts_sent, Bytes Received, Bytes"
43227,443,48195,443,allow,460628,23936,436692,580,124,264,316,1,"High deviation in pkts_sent, Bytes Received, Bytes"
54854,443,6189,443,allow,32544,28348,4196,63,332,31,32,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
50497,443,10813,443,allow,1642025,26957,1615068,1478,17,406,1072,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51768,61765,18579,61765,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
59800,443,57363,443,allow,94202,5247,88955,115,37,41,74,1,"High deviation in pkts_sent, Bytes Received, Bytes"
63750,63343,14942,63343,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, Source Port"
56772,61424,62775,61424,allow,66,66,0,1,5,1,0,1,"High deviation in NAT Destination Port, Destination Port, NAT Source Port"
59725,443,1736,443,allow,89790,6036,83754,112,55,41,71,1,"High deviation in pkts_sent, Bytes Received, Bytes"
47150,9339,62687,9339,allow,179194,19657,159537,415,149,202,213,1,"High deviation in pkts_sent, Bytes Received, Bytes"
58035,80,30742,80,allow,100364,4917,95447,133,241,67,66,1,"High deviation in pkts_sent, Bytes Received, Bytes"
57614,443,56701,443,allow,25824,14215,11609,65,757,32,33,1,"High deviation in pkts_sent, Bytes Sent, Bytes"
54677,5228,25400,5228,allow,6679,2730,3949,43,4309,23,20,1,"High deviation in pkts_sent, Elapsed Time (sec), Bytes Sent"
60593,80,31498,80,allow,123436,6053,117383,165,241,83,82,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50584,55727,63781,55727,allow,2268,1050,1218,15,5442,8,7,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
30960,45686,49488,45686,allow,330,330,0,6,3609,6,0,1,"High deviation in pkts_sent, NAT Destination Port, Elapsed Time (sec)"
5234,28162,61929,28162,allow,449555,320,449235,719,50,6,713,1,"High deviation in pkts_sent, Bytes Received, Bytes"
49888,443,12324,443,allow,1072526,64733,1007793,1501,232,690,811,1,"High deviation in pkts_sent, Bytes Received, Bytes"
56816,80,41001,80,allow,420340,15216,405124,441,376,163,278,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51767,59158,21535,59158,allow,70,70,0,2,8,2,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
51008,80,51008,80,allow,114613,6365,108248,134,26,51,83,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50880,80,50880,80,allow,163985,6578,157407,188,26,72,116,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50916,80,44611,80,allow,11456216,116932,11339284,9298,139,1683,7615,1,"High deviation in pkts_sent, Bytes Received, Bytes"
50688,80,50688,80,allow,167293,8028,159265,186,26,68,118,1,"High deviation in pkts_sent, Bytes Received, Bytes"
48817,64245,48817,64245,allow,481,150,331,2,1200,1,1,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
65468,443,32669,443,allow,421329,12430,408899,433,16,152,281,1,"High deviation in pkts_sent, Bytes Received, Bytes"
55877,39578,13811,39578,allow,150,150,0,1,1200,1,0,1,"High deviation in NAT Destination Port, Destination Port, Elapsed Time (sec)"
49893,443,25504,443,allow,617481,41514,575967,856,221,381,475,1,"High deviation in pkts_sent, Bytes Received, Bytes"
59795,443,6313,443,allow,120014,7352,112662,155,37,64,91,1,"High deviation in pkts_sent, Bytes Received, Bytes"
51747,54301,33615,54301,allow,136,136,0,3,14,3,0,1,"High deviation in pkts_sent, NAT Destination Port, Destination Port"
